"ID товара","Название товара","uri товара","Name","Название группы","Main","Additional","Name","Price","Name","Content","Дата скачивания"
"72","БУНКЕР ДЛЯ ЛЬДА HOSHIZAKI B-301SA","https://dealer.equip.center/140300/","Эквип-центр","Аксессуары для барного или кофейного оборудования","<span class=""not-set"">(не задано)</span>","&lt;div class=&quot;panel panel-default&quot;&gt;&lt;div class=&quot;panel-body tabpanel&quot;&gt;
							&lt;p&gt;560х820х1020мм, 34кг, вместимость 144кг&lt;/p&gt;
						&lt;/div&gt;&lt;/div&gt;","<span class=""not-set"">(не задано)</span>","77705","<span class=""not-set"">(не задано)</span>","&lt;h2&gt;Характеристики&lt;/h2&gt;
		&lt;div class=&quot;col-md-12&quot;&gt;
			&lt;table class=&quot;table table-striped table-condensed&quot;&gt;
&lt;tr&gt;
&lt;td&gt;Высота (мм)&lt;/td&gt;
						&lt;td&gt;1020&lt;/td&gt;
					&lt;/tr&gt;
&lt;tr&gt;
&lt;td&gt;Длина (мм)&lt;/td&gt;
						&lt;td&gt;560&lt;/td&gt;
					&lt;/tr&gt;
&lt;tr&gt;
&lt;td&gt;Ширина (мм)&lt;/td&gt;
						&lt;td&gt;820&lt;/td&gt;
					&lt;/tr&gt;
&lt;tr&gt;
&lt;td&gt;Вес-нетто (кг)&lt;/td&gt;
						&lt;td&gt;42&lt;/td&gt;
					&lt;/tr&gt;
&lt;tr&gt;
&lt;td&gt;Вес-брутто (кг)&lt;/td&gt;
						&lt;td&gt;45&lt;/td&gt;
					&lt;/tr&gt;
&lt;tr&gt;
&lt;td&gt;Высота в упаковке (мм)&lt;/td&gt;
						&lt;td&gt;1200&lt;/td&gt;
					&lt;/tr&gt;
&lt;tr&gt;
&lt;td&gt;Длина в упаковке (мм)&lt;/td&gt;
						&lt;td&gt;660&lt;/td&gt;
					&lt;/tr&gt;
&lt;tr&gt;
&lt;td&gt;Ширина в упаковке (мм)&lt;/td&gt;
						&lt;td&gt;920&lt;/td&gt;
					&lt;/tr&gt;
&lt;/table&gt;
&lt;/div&gt;","2018-03-21 17:31:20"
